taxon_name,trait_name,trait_value,units,value_type,context,source_id,full_reference,
Hibiscus brennanii,resprouting_capacity,fire_killed,,,,NT_Threatened_species_profile_2021,,
Elaeocarpus miegei,petal_length,5,mm,mean,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,flowering_time,May-Oct,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,fruiting_time,Jul-Oct,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,leaf_surface_hairiness_adaxial,stellate_hairs,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,leaf_surface_hairiness_abaxial,stellate_hairs,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,leaf_colour,grey_green,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,flower_colour,white_cream,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,fruit_hairiness,tomentose stellate_hairs,,,,NT_Threatened_species_profile_2021,,
Hibiscus brennanii,fire_exposure_level,fire_avoidance_among_rocks,,,,NT_Threatened_species_profile_2021,,
Ricinocarpos gloria-medii,fire_exposure_level,fire_avoidance_among_rocks,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,bark_colour,grey-brown,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,bark_texture,fibrous,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,inflorescence_type,solitary_flowers,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,seed_colour,brown black,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,flowering_time,all_year,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,fruiting_time,all_year,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,flowering_cues,rain,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,dispersal_appendage,none,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,establishment_cues,prolonged_above_average_rainfall,,,,NT_Threatened_species_profile_2021,,
Acacia peuce,seedbank_longevity_class,transient,,,,NT_Threatened_species_profile_2021,,
Acacia latzii,bark_texture,thick rough,,,,NT_Threatened_species_profile_2021,,
Acacia latzii,inflorescence_type,globular_heads,,,,NT_Threatened_species_profile_2021,,
Acacia latzii,flowering_time,"Apr-Oct, Dec-Jan",,,,NT_Threatened_species_profile_2021,,
Acacia latzii,fruiting_time,May-Nov,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,bark_colour,grey-brown,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,bark_texture,rough,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,flower_colour,yellow,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,fruiting_time,Jul-Sep,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,lifespan,100-- years,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,resprouting_capacity,resprouts,,,fire intensity: low_fire_intensity,NT_Threatened_species_profile_2021,,
Acacia undoolyana,resprouting_capacity,fire_killed,,,fire intensity: high_fire_intensity,NT_Threatened_species_profile_2021,,
Acacia undoolyana,germination_cues,rain,,,,NT_Threatened_species_profile_2021,,
Acacia undoolyana,seedbank_location,soil,,,,NT_Threatened_species_profile_2021,,
Typhonium jonesii,plant_growth_form,geophyte,,,,SPRAT profile,,
Typhonium jonesii,clonal_spread_mechanism,bulb ,,,,SPRAT profile,,
Typhonium jonesii,clonal_spread_mechanism,corm,,,,SPRAT profile,,
Typhonium jonesii,flower_colour,white_cream mauve,,,,SPRAT profile,,
Typhonium jonesii,pollination_syndrome,insect,,,,SPRAT profile,,
Typhonium jonesii,leaf_phenology,drought_deciduous,,,,SPRAT profile,,
Typhonium mirabile,leaf_phenology,drought_deciduous,,,,SPRAT profile,,
Typhonium mirabile,plant_growth_form,geophyte,,,,SPRAT profile,,
Typhonium mirabile,fruiting_time,Dec,,,,SPRAT profile,,
Typhonium mirabile,flowering_time,Oct-Nov,,,,SPRAT profile,,
Typhonium mirabile,tuber_width,8,mm,mean,,SPRAT profile,,
Typhonium mirabile,tuber_length,12,mm,mean,,SPRAT profile,,
Typhonium taylorii,tuber_width,1,cm,mean,,SPRAT profile,,
Typhonium taylorii,tuber_length,1,cm,mean,,SPRAT profile,,
Typhonium taylorii,leaf_phenology,drought_deciduous,,,,SPRAT profile,,
Typhonium taylorii,plant_growth_form,geophyte,,,,SPRAT profile,,
Typhonium taylorii,pollination_syndrome,insect,,,,SPRAT profile,,
Typhonium taylorii,flowering_time,Jan,,,,SPRAT profile,,
Mitrella tiwiensis,flower_colour,pink orange,,,,SPRAT profile,,
Mitrella tiwiensis,vine_height,10,mm,mean,,SPRAT profile,,
Mitrella tiwiensis,leaf_glaucousness,glaucous,,,leaf surface: lower leaf surface,SPRAT profile,,
Mitrella tiwiensis,leaf_glaucousness,shiny,,,leaf surface: upper leaf surface,SPRAT profile,,
Mitrella tiwiensis,fruit_type,berry,,,,SPRAT profile,,
Mitrella tiwiensis,fruit_colour,pink green,,,,SPRAT profile,,
Hoya australis subsp. oramicola,leaf_phenology,evergreen,,,,Dept of Env listing advice,,
Hoya australis subsp. oramicola,plant_succulence,succulent_leaves,,,,Dept of Env listing advice,,
Hoya australis subsp. oramicola,flower_colour,cream_white,,,,Dept of Env listing advice,,
Hoya australis subsp. oramicola,flowering_time,"Mar, Jul",,,,Dept of Env listing advice,,
Hoya australis subsp. oramicola,fruiting_time,"Jun, Jul, Oct, Nov",,,,Dept of Env listing advice,,
Goodenia quadrifida,flowering_time,"Mar, Apr, May",,,,Dept of Env listing advice,,
Goodenia quadrifida,flower_colour,purple brown,,,,Dept of Env listing advice,,
Seringia exastia,leaf_length,15,mm,minimum,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,leaf_length,30,mm,maximum,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,leaf_width,6,mm,minimum,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,leaf_width,10,mm,maximum,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,leaf_margin,entire,,,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,flower_colour,purple,,,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,flower_width,7,mm,minimum,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,flower_width,8,mm,maximum,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Seringia exastia,stem_hairiness,hairy,,,,WAH_2023,"C. Hollister and K.R. Thiele, 11 August 2023: https://florabase.dbca.wa.gov.au/browse/profile/46817",
Tephrosia andrewii ,resprouting_capacity,resprouts,,,,Markey_2018,Targeted Rare and Priority Flora Survey: La Grange Project Area. Progress Report 2017.,
Terminalia kumpaja,resprouting_capacity,resprouts,,,,Markey_2018,Targeted Rare and Priority Flora Survey: La Grange Project Area. Progress Report 2017.,
Croton aridus,resprouting_capacity,resprouts,,,,Markey_2018,Targeted Rare and Priority Flora Survey: La Grange Project Area. Progress Report 2017.,
Boronia quadrilata,leaf_glaucousness,glaucous,,,,SPRAT profile,,
Boronia quadrilata,stem_shape,four_angled,,,,SPRAT profile,,
Boronia quadrilata,flowering_time,Oct,,,,SPRAT profile,,
Boronia quadrilata,fruiting_time,Oct,,,,SPRAT profile,,
Boronia quadrilata,resprouting_capacity,resprouts,,,,SPRAT profile,,
Boronia viridiflora,flowering_time,"Apr, Jun",,,,Liddle_2006,"Liddle, D.T. and Gibbons, A. (2006). National recovery plan for Boronia quadrilata and Boronia viridiflora in the Northern Territory of Australia. Northern Territory Department of Natural Resources, Environment and the Arts, Darwin",
Boronia viridiflora,fruiting_time,"Apr, Jun",,,,Liddle_2006,"Liddle, D.T. and Gibbons, A. (2006). National recovery plan for Boronia quadrilata and Boronia viridiflora in the Northern Territory of Australia. Northern Territory Department of Natural Resources, Environment and the Arts, Darwin",
Boronia viridiflora,plant_height,2,mm,maximum,,Liddle_2006,"Liddle, D.T. and Gibbons, A. (2006). National recovery plan for Boronia quadrilata and Boronia viridiflora in the Northern Territory of Australia. Northern Territory Department of Natural Resources, Environment and the Arts, Darwin",
Boronia viridiflora,plant_height,1.5,mm,minimum,,Liddle_2006,"Liddle, D.T. and Gibbons, A. (2006). National recovery plan for Boronia quadrilata and Boronia viridiflora in the Northern Territory of Australia. Northern Territory Department of Natural Resources, Environment and the Arts, Darwin",
Boronia viridiflora,fire_exposure_level,fire_avoidance_among_rocks,,,,Liddle_2006,"Liddle, D.T. and Gibbons, A. (2006). National recovery plan for Boronia quadrilata and Boronia viridiflora in the Northern Territory of Australia. Northern Territory Department of Natural Resources, Environment and the Arts, Darwin",
Stylidium ensatum,plant_height,14,cm,minimum,,Dept of Env listing advice,,
Stylidium ensatum,plant_height,22,cm,maximum,,Dept of Env listing advice,,
Stylidium ensatum,stem_growth_habit,erect procumbent,,,,Dept of Env listing advice,,
Stylidium ensatum,leaf_shape,obovate orbicular,,,,Dept of Env listing advice,,
Stylidium ensatum,leaf_count,6,{count}',minimum,,Dept of Env listing advice,,
Stylidium ensatum,leaf_count,17,{count}',maximum,,Dept of Env listing advice,,
Stylidium ensatum,leaf_length,7,mm,minimum,,Dept of Env listing advice,,
Stylidium ensatum,leaf_length,12,mm,maximum,,Dept of Env listing advice,,
Stylidium ensatum,leaf_width,5.5,mm,minimum,,Dept of Env listing advice,,
Stylidium ensatum,leaf_width,12,mm,maximum,,Dept of Env listing advice,,
Stylidium ensatum,petiole_length,0,mm,mean,,Dept of Env listing advice,,
Stylidium ensatum,inflorescence_type,cymose,,,,Dept of Env listing advice,,
Stylidium ensatum,inflorescence_length,8,cm,minimum,,Dept of Env listing advice,,
Stylidium ensatum,inflorescence_length,16,cm,maximum,,Dept of Env listing advice,,
Stylidium ensatum,flower_colour,pink mauve,,,,Dept of Env listing advice,,
Stylidium ensatum,flowering_time,"Jun, Jul",,,,Dept of Env listing advice,,
Pandanus spiralis var. flammeus,clonal_spread_mechanism,root_buds,,,,WA Govt 2011,"WA Govt 2011, INTERIM RECOVERY PLAN NO. 313 Edgar Range Pandanus (Pandanus spiralis var. flammeus) INTERIM RECOVERY PLAN 2011-2016",
Pandanus spiralis var. flammeus,germination_time,5--7,weeks,range,,WA Govt 2011,"WA Govt 2011, INTERIM RECOVERY PLAN NO. 313 Edgar Range Pandanus (Pandanus spiralis var. flammeus) INTERIM RECOVERY PLAN 2011-2016",
Pandanus spiralis var. flammeus,seedbank_longevity_class,transient ,,,,WA Govt 2011,"WA Govt 2011, INTERIM RECOVERY PLAN NO. 313 Edgar Range Pandanus (Pandanus spiralis var. flammeus) INTERIM RECOVERY PLAN 2011-2016",
Pandanus spiralis var. flammeus,seed_dormancy_class,non_dormant,,,,WA Govt 2011,"WA Govt 2011, INTERIM RECOVERY PLAN NO. 313 Edgar Range Pandanus (Pandanus spiralis var. flammeus) INTERIM RECOVERY PLAN 2011-2016",
Pandanus spiralis var. flammeus,vegetative_reproduction_ability,vegetative,,,,WA Govt 2011,"WA Govt 2011, INTERIM RECOVERY PLAN NO. 313 Edgar Range Pandanus (Pandanus spiralis var. flammeus) INTERIM RECOVERY PLAN 2011-2016",
Pandanus spiralis var. flammeus,resprouting_capacity,resprouts,,,fire intensity: low to moderate fire intensity,WA Govt 2011,"WA Govt 2011, INTERIM RECOVERY PLAN NO. 313 Edgar Range Pandanus (Pandanus spiralis var. flammeus) INTERIM RECOVERY PLAN 2011-2016",
Acacia auratiflora,flowering_time,"Jun, Jul, Aug",,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,stem_hairiness,golden_hairs white_hairs,,,stem type: branchlets,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,leaf_colour,pale_green,,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,flower_colour,golden,,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,fruit_hairiness,dense_hairs fine_hairs golden_hairs,,,fruit age: young fruit,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,seed_germination,0.05--0.19,{count}/{count},range,germination treatment: boiling water treatment,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,seed_germination,0.94,{count}/{count},,,germination treatment: nicking treatment,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown"
Acacia auratiflora,seed_germination_treatment,scarify,,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,resprouting_capacity,unknown,,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,flower_width,6,mm,minimum,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,flower_width,7,mm,maximum,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,inflorescence_shape,globular_heads,,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,inflorescence_type,raceme,,,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,flowers_per_inflorescence,32,'{count}',minimum,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Acacia auratiflora,flowers_per_inflorescence,42,'{count}',maximum,,WA Govt 1999 (Stack & Brown),"WA Govt 1999, INTERIM RECOVERY PLAN NO. 23 ORANGE-FLOWERED WATTLE (ACACIA AURATIFLORA MS) INTERIM RECOVERY PLAN 1999-2002 by Gillian Stack and Andrew Brown",
Wurmbea tubulosa,flower_count,1--16,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,flower_width,6--7 mm,,,plant sex: male plants,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,flower_width,9--12 mm,,,plant sex: female plants & andromonoecious plants ,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,flower_colour,white,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,storage_organ,corm,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,storage_organ_shape,ellipsoid,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,storage_organ_length,2.5 cm,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,seed_colour,brown,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,leaf_phenology,geophyte_emerges_winter_rains,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,plant_growth_form,geophyte,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea tubulosa,flowering_time,"Jun, Jul",,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea calcicola,flower_count,2--5,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,flower_colour,white,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,sex_type,hermaphrodite,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,flower_length,11--15.5,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,fruiting_time,"Jul, Aug",,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,seed_viability,0.26--0.53,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,phytophtera_susceptibility,not_susceptible,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,storage_organ,corm,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,vegetative_reproduction_ability,vegetative,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,clonal_spread_mechanism,corm,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea calcicola,flowering_cues,fire,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Wurmbea tubulosa,fire_exposure_level,seasonal_fire_avoidance,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 190 LONG-FLOWERED NANCY (Wurmbea tubulosa) INTERIM RECOVERY PLAN 2004-2009",
Wurmbea calcicola,fire_exposure_level,seasonal_fire_avoidance,,,,WA Govt 2005,"WA Govt 2005, INTERIM RECOVERY PLAN NO. 216 NATURALISTE NANCY (WURMBEA CALCICOLA) INTERIM RECOVERY PLAN 2004-2009 (Heather Taylor, Val English and Andrew Webb)",
Verticordia staminosa subsp. staminosa,seed_viability,0.32--0.72,,,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,stem_hairiness,hairy,,,stem type: branchlets,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,leaf_length,1.5,cm,maximum,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,flower_length,5 mm,,,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,flower_colour,yellow,,,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,resprouting_capacity,fire_killed,,,trait certainty: presumed,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,phytophtera_susceptibility,not_susceptible,,,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,leaf_shape,linear terete,,,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,leaf_length,7,mm,minimum,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,leaf_length,14,mm,maximum,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Verticordia staminosa subsp. staminosa,leaf_arrangement,crowded,,,,WA Govt 2001,WA Govt 2001 INTERIM RECOVERY PLAN NO. 90 WONGAN FEATHERFLOWER (VERTICORDIA STAMINOSA SUBSP. STAMINOSA) INTERIM RECOVERY PLAN 2001-2004 Rebecca Evans & Andrew Brown,
Daviesia cunderdin,plant_width,1.5 m,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,plant_physical_defence_structures,pungent_leaf_apex,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,flower_colour,red,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,reproductive_maturity,3:00 AM,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
Daviesia cunderdin,germination_cues,fire_obligate,,,,WA Govt 2008,WA Govt 2008 INTERIM RECOVERY PLAN NO. 267 CUNDERDIN DAVIESIA (Daviesia cunderdin) INTERIM RECOVERY PLAN 2008-2013 Department of Environment and Conservation Kensington,
